Batch;X1;X2;X3;X4;X5;X6;X7;Occ;X8;X9;X10;X11;Block;X12;X13;X14;X15;X16
17;1;1;-1;-1;1;-1;-1;3;0;1;0;0;83;1;-1;0;0;0
17;1;1;-1;-1;1;-1;-1;3;0;1;0;0;83;-1;-1;-1;0;1
17;1;1;-1;-1;1;-1;-1;3;0;1;0;0;83;1;-1;0;0;0
17;1;1;-1;-1;1;-1;-1;4;0;0;1;0;84;1;1;0;0;0
17;1;1;-1;-1;1;-1;-1;4;0;0;1;0;84;0;0;-1;1;0
17;1;1;-1;-1;1;-1;-1;4;0;0;1;0;84;0;0;-1;1;0
17;1;1;-1;-1;1;-1;-1;4;0;0;1;0;84;-1;-1;1;0;1
17;1;1;-1;-1;1;-1;-1;4;0;0;1;0;84;1;1;0;0;0
17;1;1;-1;-1;1;-1;-1;5;0;0;0;1;85;-1;0;-1;0;1
17;1;1;-1;-1;1;-1;-1;5;0;0;0;1;85;-1;-1;0;0;0
17;1;1;-1;-1;1;-1;-1;5;0;0;0;1;85;1;1;1;0;0
17;1;1;-1;-1;1;-1;-1;5;0;0;0;1;85;1;-1;-1;1;0
17;1;1;-1;-1;1;-1;-1;5;0;0;0;1;85;0;1;1;0;1
18;1;1;-1;-1;-1;1;1;1;0;0;0;0;86;-1;1;-1;0;0
18;1;1;-1;-1;-1;1;1;1;0;0;0;0;86;1;-1;1;1;0
18;1;1;-1;-1;-1;1;1;1;0;0;0;0;86;0;-1;-1;0;1
18;1;1;-1;-1;-1;1;1;1;0;0;0;0;86;1;0;0;0;0
18;1;1;-1;-1;-1;1;1;1;0;0;0;0;86;0;1;-1;1;0
18;1;1;-1;-1;-1;1;1;2;1;0;0;0;87;0;-1;-1;0;0
18;1;1;-1;-1;-1;1;1;2;1;0;0;0;87;-1;1;-1;0;1
18;1;1;-1;-1;-1;1;1;2;1;0;0;0;87;-1;-1;1;1;0
18;1;1;-1;-1;-1;1;1;2;1;0;0;0;87;-1;1;-1;0;1
18;1;1;-1;-1;-1;1;1;2;1;0;0;0;87;1;-1;1;0;1
18;1;1;-1;-1;-1;1;1;3;0;1;0;0;88;1;1;1;0;1
18;1;1;-1;-1;-1;1;1;3;0;1;0;0;88;1;-1;-1;1;0
18;1;1;-1;-1;-1;1;1;3;0;1;0;0;88;-1;-1;-1;0;1
18;1;1;-1;-1;-1;1;1;3;0;1;0;0;88;-1;1;1;1;0
18;1;1;-1;-1;-1;1;1;3;0;1;0;0;88;-1;-1;-1;0;0
18;1;1;-1;-1;-1;1;1;4;0;0;1;0;89;0;1;-1;0;0
18;1;1;-1;-1;-1;1;1;4;0;0;1;0;89;1;-1;1;0;0
18;1;1;-1;-1;-1;1;1;4;0;0;1;0;89;1;1;0;1;0
18;1;1;-1;-1;-1;1;1;4;0;0;1;0;89;-1;1;1;0;1
18;1;1;-1;-1;-1;1;1;4;0;0;1;0;89;-1;-1;-1;1;0
18;1;1;-1;-1;-1;1;1;5;0;0;0;1;90;1;-1;1;1;0
18;1;1;-1;-1;-1;1;1;5;0;0;0;1;90;1;-1;1;1;0
18;1;1;-1;-1;-1;1;1;5;0;0;0;1;90;1;1;-1;0;0
18;1;1;-1;-1;-1;1;1;5;0;0;0;1;90;-1;-1;-1;0;1
18;1;1;-1;-1;-1;1;1;5;0;0;0;1;90;-1;1;1;0;0
19;1;1;-1;-1;-1;1;1;1;0;0;0;0;91;-1;1;1;0;0
19;1;1;-1;-1;-1;1;1;1;0;0;0;0;91;1;-1;-1;0;0
19;1;1;-1;-1;-1;1;1;1;0;0;0;0;91;-1;1;-1;0;1
19;1;1;-1;-1;-1;1;1;1;0;0;0;0;91;1;1;1;0;1
19;1;1;-1;-1;-1;1;1;1;0;0;0;0;91;-1;-1;0;1;0
19;1;1;-1;-1;-1;1;1;2;1;0;0;0;92;1;1;0;1;0
19;1;1;-1;-1;-1;1;1;2;1;0;0;0;92;-1;1;1;0;0
19;1;1;-1;-1;-1;1;1;2;1;0;0;0;92;1;1;0;1;0
19;1;1;-1;-1;-1;1;1;2;1;0;0;0;92;-1;-1;1;0;1
19;1;1;-1;-1;-1;1;1;2;1;0;0;0;92;-1;1;1;0;0
19;1;1;-1;-1;-1;1;1;3;0;1;0;0;93;0;-1;1;0;0
19;1;1;-1;-1;-1;1;1;3;0;1;0;0;93;1;1;-1;0;0
19;1;1;-1;-1;-1;1;1;3;0;1;0;0;93;1;1;0;1;0
19;1;1;-1;-1;-1;1;1;3;0;1;0;0;93;0;-1;1;0;0
19;1;1;-1;-1;-1;1;1;3;0;1;0;0;93;-1;-1;-1;1;0
19;1;1;-1;-1;-1;1;1;4;0;0;1;0;94;1;0;-1;0;1
19;1;1;-1;-1;-1;1;1;4;0;0;1;0;94;1;0;-1;0;1
19;1;1;-1;-1;-1;1;1;4;0;0;1;0;94;-1;-1;-1;0;0
19;1;1;-1;-1;-1;1;1;4;0;0;1;0;94;0;-1;1;1;0
19;1;1;-1;-1;-1;1;1;4;0;0;1;0;94;1;1;1;0;0
19;1;1;-1;-1;-1;1;1;5;0;0;0;1;95;1;1;1;0;1
19;1;1;-1;-1;-1;1;1;5;0;0;0;1;95;1;-1;-1;0;0
19;1;1;-1;-1;-1;1;1;5;0;0;0;1;95;-1;1;-1;1;0
19;1;1;-1;-1;-1;1;1;5;0;0;0;1;95;-1;1;-1;1;0
19;1;1;-1;-1;-1;1;1;5;0;0;0;1;95;-1;-1;1;0;0
20;1;1;1;-1;1;1;1;1;0;0;0;0;96;-1;-1;1;0;1
20;1;1;1;-1;1;1;1;1;0;0;0;0;96;-1;-1;-1;1;0
20;1;1;1;-1;1;1;1;1;0;0;0;0;96;1;-1;-1;0;0
20;1;1;1;-1;1;1;1;1;0;0;0;0;96;1;1;-1;0;1
20;1;1;1;-1;1;1;1;1;0;0;0;0;96;-1;1;1;0;0
20;1;1;1;-1;1;1;1;2;1;0;0;0;97;-1;1;-1;0;0
20;1;1;1;-1;1;1;1;2;1;0;0;0;97;1;1;1;0;0
20;1;1;1;-1;1;1;1;2;1;0;0;0;97;1;-1;-1;1;0
20;1;1;1;-1;1;1;1;2;1;0;0;0;97;-1;-1;1;0;1
20;1;1;1;-1;1;1;1;2;1;0;0;0;97;-1;1;1;1;0
20;1;1;1;-1;1;1;1;3;0;1;0;0;98;1;-1;0;0;1
20;1;1;1;-1;1;1;1;3;0;1;0;0;98;-1;0;1;0;0
20;1;1;1;-1;1;1;1;3;0;1;0;0;98;1;1;-1;0;0
20;1;1;1;-1;1;1;1;3;0;1;0;0;98;-1;1;-1;1;0
20;1;1;1;-1;1;1;1;3;0;1;0;0;98;0;-1;1;1;0
20;1;1;1;-1;1;1;1;4;0;0;1;0;99;1;1;-1;0;1
20;1;1;1;-1;1;1;1;4;0;0;1;0;99;1;-1;1;0;0
20;1;1;1;-1;1;1;1;4;0;0;1;0;99;-1;1;-1;0;0
20;1;1;1;-1;1;1;1;4;0;0;1;0;99;-1;-1;0;1;0
20;1;1;1;-1;1;1;1;4;0;0;1;0;99;1;-1;1;0;0
20;1;1;1;-1;1;1;1;5;0;0;0;1;100;1;-1;-1;1;0
20;1;1;1;-1;1;1;1;5;0;0;0;1;100;-1;-1;-1;0;0
20;1;1;1;-1;1;1;1;5;0;0;0;1;100;-1;1;0;0;1
20;1;1;1;-1;1;1;1;5;0;0;0;1;100;0;1;1;0;0
20;1;1;1;-1;1;1;1;5;0;0;0;1;100;1;-1;1;0;1
